COMPANY_ID,TABLE_ID,FIELD_ID,FIELD_ORDER,DATA_TYPE_ID,DATA_SIZE,DATA_SCALE,PRIMARY_KEY,UNIQUE_KEY,NULLABLE,DEFAULT_VALUE,SEQUENTIAL_ID,MINIMUM_VALUE,MAXIMUM_VALUE,DESCRIPTION
ALL,PROCESS,PROCESS_ID,3,String,2,0,1,0,0,(null),(null),(null),(null),Process Id
ALL,PROCESS,NAME,4,String,40,0,0,0,0,(null),(null),(null),(null),Name of process
ALL,PROCESS,ENABLE,5,Boolean,0,0,0,0,0,1,(null),(null),(null),Enable
ALL,PROCESS,MENU,6,Boolean,0,0,0,0,0,1,(null),(null),(null),Show in app  menu
ALL,PROCESS,URL,7,String,100,0,0,0,0,(null),(null),(null),(null),URL
ALL,PROCESS,DATAFILE_ID,8,Long,10,0,0,0,1,(null),(null),(null),(null),Datafile Id
ALL,PROCESS_COMPONENT,SUBSYSTEM_ID,2,String,2,0,1,0,0,(null),(null),(null),(null),Subsystem Id
ALL,PROCESS_COMPONENT,MODULE_ID,3,String,2,0,1,0,0,(null),(null),(null),(null),Module Id
ALL,PROCESS_COMPONENT,PROCESS_ID,4,String,2,0,1,0,0,(null),(null),(null),(null),Process Id
ALL,PROCESS_COMPONENT,PROCESS_SEQUENCE,5,Integer,3,0,1,0,0,(null),(null),(null),(null),Process sequence
ALL,PROCESS_COMPONENT,COMPONENT_ID,6,String,150,0,0,0,0,(null),(null),(null),(null),Component Id
ALL,PROCESS_COMPONENT,TYPE_ID,7,String,3,0,0,0,0,(null),(null),(null),(null),Component type Id
ALL,PROCESS_COMPONENT,ENABLE,8,Boolean,0,0,0,0,0,0,(null),(null),(null),Enable
ALL,PROCESS_COMPONENT,AUTHORIZE,9,Boolean,0,0,0,0,1,0,(null),(null),(null),Authorize
ALL,PROFILE,PROFILE_ID,1,String,4,0,1,0,0,(null),(null),(null),(null),Profile Id
ALL,PROFILE,NAME,2,String,40,0,0,0,0,(null),(null),(null),(null),Name of profile
ALL,PROFILE,DESCRIPTION,3,String,150,0,0,0,1,(null),(null),(null),(null),Description of profile
ALL,ROLE,PROFILE_ID,1,String,4,0,1,0,0,(null),(null),(null),(null),Profile Id
ALL,ROLE,SUBSYSTEM_ID,2,String,2,0,1,0,0,(null),(null),(null),(null),Subsystem Id
ALL,ROLE,MODULE_ID,3,String,2,0,1,0,0,(null),(null),(null),(null),Module Id
ALL,ROLE,PROCESS_ID,4,String,2,0,1,0,0,(null),(null),(null),(null),Process Id
ALL,ROLE,DAY_ID,5,String,3,0,0,0,1,(null),(null),(null),(null),Day Id
ALL,ROLE,HOUR_FROM,6,String,4,0,0,0,1,(null),(null),(null),(null),Hour From
ALL,ROLE,HOUR_TO,7,String,4,0,0,0,1,(null),(null),(null),(null),Hour To
ALL,ROLE,EDITABLE,8,Boolean,0,0,0,0,0,0,(null),(null),(null),Editable
ALL,SUBSYSTEM,SUBSYSTEM_ID,1,String,2,0,1,0,0,(null),(null),(null),(null),Subsystem Id
ALL,SUBSYSTEM,NAME,2,String,40,0,0,0,0,(null),(null),(null),(null),Name of subsystem
ALL,USER_ACCESS,USER_ID,1,String,20,0,1,0,0,(null),(null),(null),(null),User Id
ALL,USER_ACCESS,USER_KEY,2,String,300,0,0,0,0,(null),(null),(null),(null),User Key
ALL,USER_ACCESS,LAST_CHANGE,3,Date,0,0,0,0,0,(null),(null),(null),(null),Last change
ALL,USER_ACCESS,QUESTION,4,String,100,0,0,0,1,(null),(null),(null),(null),Question
ALL,USER_ACCESS,ANSWER,5,String,100,0,0,0,1,(null),(null),(null),(null),Answer
ALL,USER_ACCOUNT,USER_ID,1,String,20,0,1,0,0,(null),(null),(null),(null),User Id
ALL,USER_ACCOUNT,NAME,2,String,40,0,0,0,0,(null),(null),(null),(null),Name of user
ALL,USER_ACCOUNT,USER_TYPE_ID,3,String,4,0,0,0,0,(null),(null),(null),(null),User type Id
ALL,USER_ACCOUNT,USER_STATUS_ID,4,String,4,0,0,0,0,(null),(null),(null),(null),User status Id
ALL,USER_ACCOUNT,LANGUAGE_ID,5,String,4,0,0,0,0,(null),(null),(null),(null),Language Id
ALL,USER_ACCOUNT,EMAIL,6,String,100,0,0,0,0,(null),(null),(null),(null),Email
ALL,USER_ACCOUNT,PERSON_ID,7,Long,10,0,0,0,1,(null),(null),(null),(null),Person Id
ALL,USER_PROFILE,USER_ID,1,String,20,0,1,0,0,(null),(null),(null),(null),User Id
ALL,USER_PROFILE,PROFILE_ID,2,String,4,0,1,0,0,(null),(null),(null),(null),Profile Id
ALL,USER_SESSION,USER_ID,1,String,20,0,1,0,0,(null),(null),(null),(null),User Id
ALL,USER_SESSION,HOST_ID,2,String,40,0,1,0,0,(null),(null),(null),(null),Host Id
ALL,USER_SESSION,SESSION_ID,3,String,100,0,0,0,0,(null),(null),(null),(null),Token
ALL,USER_STATUS,USER_STATUS_ID,1,String,4,0,1,0,0,(null),(null),(null),(null),User status Id
ALL,USER_STATUS,NAME,2,String,40,0,0,0,0,(null),(null),(null),(null),Name of user status
ALL,USER_TYPE,USER_TYPE_ID,1,String,4,0,1,0,0,(null),(null),(null),(null),User type Id
ALL,USER_TYPE,NAME,2,String,40,0,0,0,0,(null),(null),(null),(null),Name of user type
