COMPANY_ID,RELATIONSHIP_ID,RELATIONSHIP_ORDER,TABLE_FROM,FIELD_FROM,TABLE_TO,FIELD_TO
ALL,COUNTRY_LANGUAGE_FK,1,COUNTRY,LANGUAGE_ID,LANGUAGE,LANGUAGE_ID
ALL,DATABASE_TYPE_DATA_TYPE_FK,1,DATABASE_TYPE,DATA_TYPE_ID,DATA_TYPE,DATA_TYPE_ID
ALL,DATAFILE_COMPANY_FK,1,DATAFILE,COMPANY_ID,COMPANY,COMPANY_ID
ALL,DATAFILE_DATAFILE_ID_FK,1,DATAFILE,DATAFILE_ID,DATAFILE_ID,DATAFILE_ID
ALL,DATAFILE_DATAFILE_TYPE_FK,1,DATAFILE,DATAFILE_TYPE_ID,DATAFILE_TYPE,DATAFILE_TYPE_ID
ALL,DISTRICT_COMPANY_FK,1,DISTRICT,COMPANY_ID,COMPANY,COMPANY_ID
ALL,DISTRICT_DISTRICT_ID_FK,1,DISTRICT,COUNTRY_ID,DISTRICT_ID,COUNTRY_ID
ALL,DISTRICT_DISTRICT_ID_FK,2,DISTRICT,PROVINCE_ID,DISTRICT_ID,PROVINCE_ID
ALL,DISTRICT_DISTRICT_ID_FK,3,DISTRICT,CITY_ID,DISTRICT_ID,CITY_ID
ALL,DISTRICT_DISTRICT_ID_FK,4,DISTRICT,DISTRICT_ID,DISTRICT_ID,DISTRICT_ID
ALL,DISTRICT_LANGUAGE_FK,1,DISTRICT,LANGUAGE_ID,LANGUAGE,LANGUAGE_ID
ALL,DISTRICT_ID_CITY_ID_FK,1,DISTRICT_ID,COUNTRY_ID,CITY_ID,COUNTRY_ID
ALL,DISTRICT_ID_CITY_ID_FK,2,DISTRICT_ID,PROVINCE_ID,CITY_ID,PROVINCE_ID
ALL,DISTRICT_ID_CITY_ID_FK,3,DISTRICT_ID,CITY_ID,CITY_ID,CITY_ID
ALL,DOCUMENT_TYPE_COMPANY_FK,1,DOCUMENT_TYPE,COMPANY_ID,COMPANY,COMPANY_ID
ALL,DOCUMENT_TYPE_ID_FK,1,DOCUMENT_TYPE,DOCUMENT_TYPE_ID,DOCUMENT_TYPE_ID,DOCUMENT_TYPE_ID
ALL,DOCUMENT_TYPE_LANGUAGE_FK,1,DOCUMENT_TYPE,LANGUAGE_ID,LANGUAGE,LANGUAGE_ID
ALL,ENTITY_FIELD_COMPANY_FK,1,ENTITY_FIELD,COMPANY_ID,COMPANY,COMPANY_ID
ALL,ENTITY_FIELD_DATA_TYPE_FK,1,ENTITY_FIELD,DATA_TYPE_ID,DATA_TYPE,DATA_TYPE_ID
ALL,ENTITY_FIELD_ID_FK,1,ENTITY_FIELD,TABLE_ID,ENTITY_FIELD_ID,TABLE_ID
ALL,ENTITY_FIELD_ID_FK,2,ENTITY_FIELD,FIELD_ID,ENTITY_FIELD_ID,FIELD_ID
ALL,ENTITY_FIELD_SEQUENTIAL_ID_FK,1,ENTITY_FIELD,SEQUENTIAL_ID,SEQUENTIAL_ID,SEQUENTIAL_ID
ALL,ENTITY_FIELD_ID_TABLE_ID_FK,1,ENTITY_FIELD_ID,TABLE_ID,ENTITY_TABLE_ID,TABLE_ID
ALL,ENTITY_RELATIONSHIP_COMPANY_FK,1,ENTITY_RELATIONSHIP,COMPANY_ID,COMPANY,COMPANY_ID
ALL,ENTITY_RELATIONSHIP_FROM_FK,1,ENTITY_RELATIONSHIP,TABLE_FROM,ENTITY_FIELD_ID,TABLE_ID
ALL,ENTITY_RELATIONSHIP_FROM_FK,2,ENTITY_RELATIONSHIP,FIELD_FROM,ENTITY_FIELD_ID,FIELD_ID
ALL,ENTITY_RELATIONSHIP_TO_FK,1,ENTITY_RELATIONSHIP,TABLE_TO,ENTITY_FIELD_ID,TABLE_ID
ALL,ENTITY_RELATIONSHIP_TO_FK,2,ENTITY_RELATIONSHIP,FIELD_TO,ENTITY_FIELD_ID,FIELD_ID
ALL,ENTITY_TABLE_COMPANY_FK,1,ENTITY_TABLE,COMPANY_ID,COMPANY,COMPANY_ID
ALL,ENTITY_TABLE_ID_FK,1,ENTITY_TABLE,TABLE_ID,ENTITY_TABLE_ID,TABLE_ID
ALL,GENDER_TYPE_ID_FK,1,GENDER_TYPE,GENDER_TYPE_ID,GENDER_TYPE_ID,GENDER_TYPE_ID
ALL,GENDER_TYPE_LANGUAGE_FK,1,GENDER_TYPE,LANGUAGE_ID,LANGUAGE,LANGUAGE_ID
ALL,HOST_COMPANY_FK,1,HOST,COMPANY_ID,COMPANY,COMPANY_ID
ALL,HOST_ID_FK,1,HOST,HOST_ID,HOST_ID,HOST_ID
ALL,IDENTIFICATION_TYPE_COMPANY_FK,1,IDENTIFICATION_TYPE,COMPANY_ID,COMPANY,COMPANY_ID
ALL,IDENTIFICATION_TYPE_ID_FK,1,IDENTIFICATION_TYPE,IDENTIFICATION_TYPE_ID,IDENTIFICATION_TYPE_ID,IDENTIFICATION_TYPE_ID
ALL,IDENTIFICATION_TYPE_LANGUAG_FK,1,IDENTIFICATION_TYPE,LANGUAGE_ID,LANGUAGE,LANGUAGE_ID
ALL,MODULE_COMPANY_FK,1,MODULE,COMPANY_ID,COMPANY,COMPANY_ID
ALL,MODULE_ID_FK,1,MODULE,SUBSYSTEM_ID,MODULE_ID,SUBSYSTEM_ID
ALL,MODULE_ID_FK,2,MODULE,MODULE_ID,MODULE_ID,MODULE_ID
ALL,MODULE_LANGUAGE_FK,1,MODULE,LANGUAGE_ID,LANGUAGE,LANGUAGE_ID
ALL,MODULE_ID_SUBSYSTEM_ID_FK,1,MODULE_ID,SUBSYSTEM_ID,SUBSYSTEM_ID,SUBSYSTEM_ID
ALL,PARAMETER_COMPANY_FK,1,PARAMETER,COMPANY_ID,COMPANY,COMPANY_ID
ALL,PARAMETER_DATA_TYPE_FK,1,PARAMETER,DATA_TYPE_ID,DATA_TYPE,DATA_TYPE_ID
ALL,PARAMETER_PARAMETER_ID_FK,1,PARAMETER,PARAMETER_ID,PARAMETER_ID,PARAMETER_ID
ALL,PERSON_CITY_ID_FK,1,PERSON,COUNTRY_ID,CITY_ID,COUNTRY_ID
ALL,PERSON_CITY_ID_FK,2,PERSON,PROVINCE_ID,CITY_ID,PROVINCE_ID
ALL,PERSON_CITY_ID_FK,3,PERSON,CITY_ID,CITY_ID,CITY_ID
ALL,PERSON_CIVIL_STATUS_ID_FK,1,PERSON,CIVIL_STATUS_ID,CIVIL_STATUS_ID,CIVIL_STATUS_ID
ALL,PERSON_COMPANY_FK,1,PERSON,COMPANY_ID,COMPANY,COMPANY_ID
ALL,PERSON_GENDER_TYPE_ID_FK,1,PERSON,GENDER_TYPE_ID,GENDER_TYPE_ID,GENDER_TYPE_ID
ALL,PERSON_ID_FK,1,PERSON,PERSON_ID,PERSON_ID,PERSON_ID
ALL,PERSON_IDENTIF_TYPE_ID_FK,1,PERSON,IDENTIFICATION_TYPE_ID,IDENTIFICATION_TYPE_ID,IDENTIFICATION_TYPE_ID
ALL,PERSON_PROFESSION_TYPE_ID_FK,1,PERSON,PROFESSION_TYPE_ID,PROFESSION_TYPE_ID,PROFESSION_TYPE_ID
ALL,PERSON_ADDRESS_CITY_ID_FK,1,PERSON_ADDRESS,COUNTRY_ID,CITY_ID,COUNTRY_ID
ALL,PERSON_ADDRESS_CITY_ID_FK,2,PERSON_ADDRESS,PROVINCE_ID,CITY_ID,PROVINCE_ID
ALL,PERSON_ADDRESS_CITY_ID_FK,3,PERSON_ADDRESS,CITY_ID,CITY_ID,CITY_ID
ALL,PERSON_ADDRESS_COMPANY_FK,1,PERSON_ADDRESS,COMPANY_ID,COMPANY,COMPANY_ID
ALL,PERSON_DOCUMENT_COMPANY_FK,1,PERSON_DOCUMENT,COMPANY_ID,COMPANY,COMPANY_ID
ALL,PERSON_PHONE_COMPANY_FK,1,PERSON_PHONE,COMPANY_ID,COMPANY,COMPANY_ID
ALL,PERSON_TYPE_COMPANY_FK,1,PERSON_TYPE,COMPANY_ID,COMPANY,COMPANY_ID
ALL,PERSON_TYPE_ID_FK,1,PERSON_TYPE,PERSON_TYPE_ID,PERSON_TYPE_ID,PERSON_TYPE_ID
ALL,PERSON_TYPE_LANGUAGE_FK,1,PERSON_TYPE,LANGUAGE_ID,LANGUAGE,LANGUAGE_ID
ALL,PHONE_TYPE_COMPANY_FK,1,PHONE_TYPE,COMPANY_ID,COMPANY,COMPANY_ID
ALL,PHONE_TYPE_ID_FK,1,PHONE_TYPE,PHONE_TYPE_ID,PHONE_TYPE_ID,PHONE_TYPE_ID
ALL,PHONE_TYPE_LANGUAGE_FK,1,PHONE_TYPE,LANGUAGE_ID,LANGUAGE,LANGUAGE_ID
ALL,PROCESS_COMPANY_FK,1,PROCESS,COMPANY_ID,COMPANY,COMPANY_ID
ALL,PROCESS_DATAFILE_ID_FK,1,PROCESS,DATAFILE_ID,DATAFILE_ID,DATAFILE_ID
ALL,PROCESS_ID_FK,1,PROCESS,SUBSYSTEM_ID,PROCESS_ID,SUBSYSTEM_ID
ALL,PROCESS_ID_FK,2,PROCESS,MODULE_ID,PROCESS_ID,MODULE_ID
ALL,PROCESS_ID_FK,3,PROCESS,PROCESS_ID,PROCESS_ID,PROCESS_ID
ALL,PROCESS_LANGUAGE_FK,1,PROCESS,LANGUAGE_ID,LANGUAGE,LANGUAGE_ID
ALL,PROCESS_COMP_COMPONENT_ID_FK,1,PROCESS_COMPONENT,COMPONENT_ID,COMPONENT_ID,COMPONENT_ID
ALL,PROCESS_COMP_PROCESS_ID_FK,1,PROCESS_COMPONENT,SUBSYSTEM_ID,PROCESS_ID,SUBSYSTEM_ID
ALL,PROCESS_COMP_PROCESS_ID_FK,2,PROCESS_COMPONENT,MODULE_ID,PROCESS_ID,MODULE_ID
ALL,PROCESS_COMP_PROCESS_ID_FK,3,PROCESS_COMPONENT,PROCESS_ID,PROCESS_ID,PROCESS_ID
ALL,PROCESS_COMPONENT_COMPANY_FK,1,PROCESS_COMPONENT,COMPANY_ID,COMPANY,COMPANY_ID
ALL,PROCESS_ID_MODULE_ID_FK,1,PROCESS_ID,SUBSYSTEM_ID,MODULE_ID,SUBSYSTEM_ID
ALL,PROCESS_ID_MODULE_ID_FK,2,PROCESS_ID,MODULE_ID,MODULE_ID,MODULE_ID
ALL,PROFESSION_TYPE_COMPANY_FK,1,PROFESSION_TYPE,COMPANY_ID,COMPANY,COMPANY_ID
ALL,PROFESSION_TYPE_ID_FK,1,PROFESSION_TYPE,PROFESSION_TYPE_ID,PROFESSION_TYPE_ID,PROFESSION_TYPE_ID
ALL,PROFESSION_TYPE_LANGUAGE_FK,1,PROFESSION_TYPE,LANGUAGE_ID,LANGUAGE,LANGUAGE_ID
ALL,PROFILE_COMPANY_FK,1,PROFILE,COMPANY_ID,COMPANY,COMPANY_ID
ALL,PROFILE_ID_FK,1,PROFILE,PROFILE_ID,PROFILE_ID,PROFILE_ID
ALL,PROFILE_LANGUAGE_FK,1,PROFILE,LANGUAGE_ID,LANGUAGE,LANGUAGE_ID
ALL,PROVINCE_COMPANY_FK,1,PROVINCE,COMPANY_ID,COMPANY,COMPANY_ID
ALL,PROVINCE_LANGUAGE_FK,1,PROVINCE,LANGUAGE_ID,LANGUAGE,LANGUAGE_ID
ALL,PROVINCE_PROVINCE_ID_FK,1,PROVINCE,COUNTRY_ID,PROVINCE_ID,COUNTRY_ID
ALL,PROVINCE_PROVINCE_ID_FK,2,PROVINCE,PROVINCE_ID,PROVINCE_ID,PROVINCE_ID
ALL,PROVINCE_ID_COUNTRY_ID_FK,1,PROVINCE_ID,COUNTRY_ID,COUNTRY_ID,COUNTRY_ID
ALL,RESPONSE_COMPANY_FK,1,RESPONSE,COMPANY_ID,COMPANY,COMPANY_ID
ALL,RESPONSE_LANGUAGE_FK,1,RESPONSE,LANGUAGE_ID,LANGUAGE,LANGUAGE_ID
ALL,RESPONSE_RESPONSE_ID_FK,1,RESPONSE,RESPONSE_ID,RESPONSE_ID,RESPONSE_ID
ALL,ROLE_COMPANY_FK,1,ROLE,COMPANY_ID,COMPANY,COMPANY_ID
ALL,ROLE_PROCESS_ID_FK,1,ROLE,SUBSYSTEM_ID,PROCESS_ID,SUBSYSTEM_ID
ALL,ROLE_PROCESS_ID_FK,2,ROLE,MODULE_ID,PROCESS_ID,MODULE_ID
ALL,ROLE_PROCESS_ID_FK,3,ROLE,PROCESS_ID,PROCESS_ID,PROCESS_ID
ALL,SEQUENTIAL_COMPANY_FK,1,SEQUENTIAL,COMPANY_ID,COMPANY,COMPANY_ID
ALL,SEQUENTIAL_SEQ_ID_FK,1,SEQUENTIAL,SEQUENTIAL_ID,SEQUENTIAL_ID,SEQUENTIAL_ID
ALL,SUBSYSTEM_COMPANY_FK,1,SUBSYSTEM,COMPANY_ID,COMPANY,COMPANY_ID
ALL,SUBSYSTEM_ID_FK,1,SUBSYSTEM,SUBSYSTEM_ID,SUBSYSTEM_ID,SUBSYSTEM_ID
ALL,SUBSYSTEM_LANGUAGE_FK,1,SUBSYSTEM,LANGUAGE_ID,LANGUAGE,LANGUAGE_ID
ALL,USER_ACCESS_COMPANY_FK,1,USER_ACCESS,COMPANY_ID,COMPANY,COMPANY_ID
ALL,USER_ACCESS_USER_ACCOUNT_ID_FK,1,USER_ACCESS,USER_ID,USER_ACCOUNT_ID,USER_ID
ALL,USER_ACCOUNT_COMPANY_FK,1,USER_ACCOUNT,COMPANY_ID,COMPANY,COMPANY_ID
ALL,USER_ACCOUNT_ID_FK,1,USER_ACCOUNT,USER_ID,USER_ACCOUNT_ID,USER_ID
ALL,USER_ACCOUNT_PERSON_ID_FK,1,USER_ACCOUNT,PERSON_ID,PERSON_ID,PERSON_ID
ALL,USER_ACCOUNT_USER_STATUS_ID_FK,1,USER_ACCOUNT,USER_STATUS_ID,USER_STATUS_ID,USER_STATUS_ID
ALL,USER_ACCOUNT_USER_TYPE_ID_FK,1,USER_ACCOUNT,USER_TYPE_ID,USER_TYPE_ID,USER_TYPE_ID
ALL,USER_AUTH_PROCESS_ID_FK,1,USER_AUTHORIZATION,SUBSYSTEM_ID,PROCESS_ID,SUBSYSTEM_ID
ALL,USER_AUTH_PROCESS_ID_FK,2,USER_AUTHORIZATION,MODULE_ID,PROCESS_ID,MODULE_ID
ALL,USER_AUTH_PROCESS_ID_FK,3,USER_AUTHORIZATION,PROCESS_ID,PROCESS_ID,PROCESS_ID
ALL,USER_AUTH_USER_ACCOUNT_ID_FK,1,USER_AUTHORIZATION,USER_ID,USER_ACCOUNT_ID,USER_ID
ALL,USER_AUTH_USER_AUTH_ID_FK,1,USER_AUTHORIZATION,AUTHORIZER_ID,USER_ACCOUNT_ID,USER_ID
ALL,USER_AUTHORIZATION_COMPANY_FK,1,USER_AUTHORIZATION,COMPANY_ID,COMPANY,COMPANY_ID
ALL,USER_NOTIF_USER_ACCOUNT_ID_FK,1,USER_NOTIFICATION,USER_ID,USER_ACCOUNT_ID,USER_ID
ALL,USER_NOTIF_USER_NOT_TYPE_ID_FK,1,USER_NOTIFICATION,USER_NOTIFICATION_TYPE_ID,USER_NOTIFICATION_TYPE_ID,USER_NOTIFICATION_TYPE_ID
ALL,USER_NOTIFICATION_COMPANY_FK,1,USER_NOTIFICATION,COMPANY_ID,COMPANY,COMPANY_ID
ALL,USER_NOTIFICATION_TYPE_ID_FK,1,USER_NOTIFICATION_TYPE,USER_NOTIFICATION_TYPE_ID,USER_NOTIFICATION_TYPE_ID,USER_NOTIFICATION_TYPE_ID
ALL,USER_NOTIFICATION_TYPE_LANG_FK,1,USER_NOTIFICATION_TYPE,LANGUAGE_ID,LANGUAGE,LANGUAGE_ID
ALL,USER_PROF_USER_ACCOUNT_ID_FK,1,USER_PROFILE,USER_ID,USER_ACCOUNT_ID,USER_ID
ALL,USER_PROFILE_COMPANY_FK,1,USER_PROFILE,COMPANY_ID,COMPANY,COMPANY_ID
ALL,USER_PROFILE_PROFILE_ID_FK,1,USER_PROFILE,PROFILE_ID,PROFILE_ID,PROFILE_ID
ALL,USER_SESS_USER_ACCOUNT_ID_FK,1,USER_SESSION,USER_ID,USER_ACCOUNT_ID,USER_ID
ALL,USER_SESSION_COMPANY_FK,1,USER_SESSION,COMPANY_ID,COMPANY,COMPANY_ID
ALL,USER_SESSION_HOST_ID_FK,1,USER_SESSION,HOST_ID,HOST_ID,HOST_ID
ALL,USER_STATUS_COMPANY_FK,1,USER_STATUS,COMPANY_ID,COMPANY,COMPANY_ID
ALL,USER_STATUS_ID_FK,1,USER_STATUS,USER_STATUS_ID,USER_STATUS_ID,USER_STATUS_ID
ALL,USER_STATUS_LANGUAGE_FK,1,USER_STATUS,LANGUAGE_ID,LANGUAGE,LANGUAGE_ID
ALL,USER_TYPE_COMPANY_FK,1,USER_TYPE,COMPANY_ID,COMPANY,COMPANY_ID
ALL,USER_TYPE_ID_FK,1,USER_TYPE,USER_TYPE_ID,USER_TYPE_ID,USER_TYPE_ID
ALL,USER_TYPE_LANGUAGE_FK,1,USER_TYPE,LANGUAGE_ID,LANGUAGE,LANGUAGE_ID
